Symbol,years,bh_cagr,bh_sharpe,bh_maxdd,sma_cagr,sma_sharpe,sma_maxdd,Company Name,Industry
JPPOWER,21.22108145106092,-0.02423993903079924,0.14006294883500064,-0.9970148814789599,0.12853088419099423,0.3473480982954599,-0.613036956409678,Jaiprakash Power Ventures Ltd.,Power
KARURVYSYA,26.510609171800137,0.2535208618742717,0.3485227580198647,-0.8804448622688891,0.2713205679299324,0.34425926045494937,-0.8733448720876565,Karur Vysya Bank Ltd.,Financial Services
ESCORTS,26.510609171800137,0.1365109051133362,0.37744781237001834,-0.8595467152002267,0.12878618753213655,0.3435322472625644,-0.5895291053272729,Escorts Kubota Ltd.,Capital Goods
DALBHARAT,7.545516769336071,0.061327928967837675,0.16939306347587602,-0.6617872095262347,0.11750790317427051,0.34307757445806536,-0.4162558871309394,Dalmia Bharat Ltd.,Construction Materials
GALLANTT,20.26009582477755,0.20825963141797477,0.5038778029298587,-0.8090452200577033,0.12465921446038175,0.3411777023575428,-0.8298853999732564,Gallantt Ispat Ltd.,Capital Goods
COLPAL,24.019164955509925,0.1702733741858804,0.5062623597891546,-0.5200486304177729,0.11826279881123591,0.34111456778760424,-0.566037419441113,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods
HINDCOPPER,16.49555099247091,0.022709169569630427,0.16136452059635933,-0.9677008198477618,0.1252466150846181,0.3355953075031585,-0.6272659014106658,Hindustan Copper Ltd.,Metals & Mining
MANAPPURAM,16.021902806297057,0.1895110042104986,0.4776629056039179,-0.8747483872384447,0.12367965587235519,0.33401706790458674,-0.4937567817141588,Manappuram Finance Ltd.,Financial Services
MRPL,26.510609171800137,0.09809074899445536,0.31082563369056604,-0.8351467599051235,0.12472555284654274,0.33334348773906264,-0.6673507449938227,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels
PCBL,24.019164955509925,0.250982057025642,0.33146681499254765,-0.9727111432400006,0.31772703413883185,0.33301176663748044,-0.9185921158061295,PCBL Chemical Ltd.,Chemicals
ANANTRAJ,19.7782340862423,0.030786359643401706,0.2784205501512836,-0.9880136589458464,0.1227784086960848,0.3319720255801611,-0.6974331471752108,Anant Raj Ltd.,Realty
MPHASIS,24.019164955509925,0.18373293112691247,0.4741986598708468,-0.6267126029170971,0.12069943084671197,0.3283433226982146,-0.626602866893119,MphasiS Ltd.,Information Technology
ACC,24.019164955509925,0.10977795055508044,0.29331881007680827,-0.6829649110016482,0.11726130617544328,0.32718554444810294,-0.5394182531976766,ACC Ltd.,Construction Materials
PIDILITIND,24.019164955509925,0.3255909538072428,0.5149607398806184,-0.7521962822875268,0.14463849991905398,0.3262862296566181,-0.8689313786878718,Pidilite Industries Ltd.,Chemicals
CENTRALBK,18.88021902806297,-0.04838439307079723,-0.03624382572895979,-0.9463316520629016,0.12085904751270005,0.3262010653164566,-0.5208439358552635,Central Bank of India,Financial Services
ASTERDM,8.361396303901437,0.2311186653816406,0.5794002087505155,-0.5647302804550256,0.1206280692569679,0.325154629815634,-0.5578679961167097,Aster DM Healthcare Ltd.,Healthcare
BALRAMCHIN,24.019164955509925,0.4000407191766926,0.36674430935023017,-0.838325288974117,0.36557035032349683,0.3244030580105361,-0.7320180367094364,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods
CHAMBLFERT,24.019164955509925,0.20143944149400128,0.496064546446426,-0.7051206582484896,0.11965552593183526,0.3229872759730959,-0.6913817961793071,Chambal Fertilizers & Chemicals Ltd.,Chemicals
APOLLOTYRE,24.514715947980836,0.19728777742307346,0.49584441607914415,-0.7504090923580373,0.11979253347345686,0.3218654684872185,-0.6393788948734508,Apollo Tyres Ltd.,Automobile and Auto Components
PHOENIXLTD,19.208761122518823,0.14571171423439333,0.38969922597131906,-0.9093327100674341,0.11826147596803227,0.32026330574475814,-0.43658410432059014,Phoenix Mills Ltd.,Realty
CRAFTSMAN,5.286789869952088,0.422823469804956,0.9867135493479263,-0.404493853260965,0.11761099583211143,0.31754202030787776,-0.353102237027087,Craftsman Automation Ltd.,Automobile and Auto Components
ITC,26.510609171800137,0.14641308389932717,0.40358644762024304,-0.5528113832851985,0.11207677132368743,0.31396807026394635,-0.4824974697339075,ITC Ltd.,Fast Moving Consumer Goods
TCS,23.904175222450377,0.20168272175887214,0.40634436989955214,-0.6513466495595021,0.12264052437431405,0.31392374711132565,-0.5224929582682099,Tata Consultancy Services Ltd.,Information Technology
CONCOR,24.019164955509925,0.1314177429555654,0.31356130736949167,-0.6782191987817644,0.14307330065562662,0.3138991492182905,-0.6782191987817644,Container Corporation of India Ltd.,Services
LALPATHLAB,10.54072553045859,0.14820446082465866,0.40058616659903945,-0.5747655511271355,0.11405789033785751,0.3135370400596891,-0.33872315834550126,Dr. Lal Path Labs Ltd.,Healthcare
AIAENG,20.56399726214921,0.21527405238013153,0.559624966417359,-0.6910617751419937,0.11437441548561456,0.3104987544134313,-0.6847772677651163,AIA Engineering Ltd.,Capital Goods
EICHERMOT,26.510609171800137,0.34305897356433923,0.3457496407180601,-0.9443125458584466,0.29446583200441667,0.310359682570972,-0.9425854655557568,Eicher Motors Ltd.,Automobile and Auto Components
SONACOMS,5.037645448323066,0.1336925136611542,0.35750575199049134,-0.5118824177081625,0.10948941849037985,0.3097280618634521,-0.24231756448174868,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components
PETRONET,22.28336755646817,0.2052858697927764,0.5303361755732255,-0.7412194229481815,0.11435860503176376,0.30934586277552645,-0.5836370101509945,Petronet LNG Ltd.,Oil Gas & Consumable Fuels
TTML,25.697467488021903,0.057357421216906124,0.24962744287832275,-0.9665571236227631,0.1134684627207676,0.3044202472988964,-0.933951008558075,Tata Teleservices (Maharashtra) Ltd.,Telecommunication
